PLAYER_NAME,TEAM,PLAY_TYPE,TYPE_GROUPING,PERCENTILE,GP,POSS_PCT,PPP,FG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,EFG_PCT,POSS,PTS,FGM,FGA,FGMX
Jalen McDaniels,CHA,Transition,Offensive,0.493,56,0.288,1.119,0.52,0.169,0.09,0.153,0.056,0.531,0.557,3.2,3.5,1.3,2.5,1.2
Harrison Barnes,SAC,Transition,Offensive,0.495,82,0.213,1.119,0.47,0.155,0.084,0.15,0.031,0.496,0.556,2.8,3.1,1.0,2.2,1.1
Jordan Poole,GSW,Transition,Offensive,0.49,82,0.2,1.118,0.53,0.162,0.144,0.138,0.026,0.521,0.598,4.1,4.6,1.6,3.0,1.4
Kelly Oubre Jr.,CHA,Transition,Offensive,0.486,48,0.186,1.117,0.51,0.134,0.061,0.117,0.056,0.514,0.552,3.7,4.2,1.6,3.2,1.6
Malik Monk,SAC,Transition,Offensive,0.484,77,0.233,1.117,0.5,0.105,0.121,0.092,0.029,0.477,0.594,3.1,3.5,1.2,2.5,1.2
Kevin Porter Jr.,HOU,Transition,Offensive,0.482,59,0.139,1.117,0.57,0.166,0.178,0.147,0.055,0.509,0.629,2.8,3.1,1.1,2.0,0.8
Jamal Murray,DEN,Transition,Offensive,0.48,65,0.136,1.116,0.51,0.075,0.139,0.058,0.012,0.474,0.627,2.7,3.0,1.1,2.1,1.0
Norman Powell,LAC,Transition,Offensive,0.475,60,0.211,1.111,0.51,0.146,0.101,0.116,0.015,0.51,0.602,3.3,3.7,1.3,2.5,1.3
James Harden,PHI,Transition,Offensive,0.472,58,0.142,1.107,0.58,0.19,0.22,0.179,0.06,0.5,0.656,2.9,3.2,1.1,1.9,0.8
Jalen Green,HOU,Transition,Offensive,0.466,76,0.114,1.106,0.54,0.126,0.111,0.131,0.025,0.523,0.587,2.6,2.9,1.1,2.1,0.9
Luka Doncic,DAL,Transition,Offensive,0.463,66,0.101,1.105,0.54,0.195,0.165,0.17,0.03,0.515,0.623,3.0,3.3,1.1,2.0,0.9
Fred VanVleet,TOR,Transition,Offensive,0.443,69,0.185,1.095,0.42,0.159,0.079,0.135,0.024,0.468,0.525,3.7,4.0,1.2,2.9,1.7
Tim Hardaway Jr.,DAL,Transition,Offensive,0.438,71,0.2,1.093,0.44,0.108,0.082,0.103,0.031,0.448,0.546,2.7,3.0,1.0,2.3,1.3
P.J. Washington,CHA,Transition,Offensive,0.436,73,0.159,1.092,0.49,0.098,0.065,0.098,0.016,0.495,0.567,2.5,2.8,1.1,2.2,1.1
Jabari Smith Jr.,HOU,Transition,Offensive,0.434,79,0.161,1.091,0.49,0.109,0.074,0.103,0.029,0.486,0.564,2.2,2.4,0.9,1.9,1.0
Damian Lillard,POR,Transition,Offensive,0.424,58,0.106,1.087,0.43,0.157,0.081,0.145,0.029,0.465,0.522,3.0,3.2,1.0,2.3,1.3
Darius Garland,CLE,Transition,Offensive,0.406,69,0.15,1.082,0.51,0.128,0.164,0.105,0.018,0.475,0.598,3.2,3.4,1.2,2.3,1.1
Anthony Edwards,MIN,Transition,Offensive,0.403,79,0.212,1.082,0.54,0.188,0.171,0.183,0.07,0.495,0.598,5.3,5.7,2.0,3.7,1.7
