PLAYER_NAME,TEAM,PLAY_TYPE,TYPE_GROUPING,PERCENTILE,GP,POSS_PCT,PPP,FG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,EFG_PCT,POSS,PTS,FGM,FGA,FGMX
DeMar DeRozan,CHI,OffScreen,Offensive,0.286,74,0.037,0.871,0.404,0.145,0.065,0.145,0.048,0.435,0.404,0.8,0.7,0.3,0.7,0.4
Gary Trent Jr.,TOR,OffScreen,Offensive,0.282,66,0.093,0.87,0.374,0.05,0.05,0.05,0.01,0.38,0.434,1.5,1.3,0.5,1.4,0.9
Shaedon Sharpe,POR,OffScreen,Offensive,0.269,80,0.064,0.86,0.37,0.04,0.04,0.04,0.0,0.38,0.446,0.6,0.5,0.2,0.6,0.4
Jordan Clarkson,UTA,OffScreen,Offensive,0.264,61,0.086,0.858,0.375,0.071,0.088,0.071,0.018,0.363,0.453,1.9,1.6,0.6,1.6,1.0
Donovan Mitchell,CLE,OffScreen,Offensive,0.252,68,0.074,0.85,0.35,0.047,0.031,0.047,0.0,0.37,0.415,1.9,1.6,0.6,1.7,1.1
Terry Rozier,CHA,OffScreen,Offensive,0.252,64,0.09,0.85,0.36,0.047,0.063,0.047,0.008,0.362,0.425,2.0,1.7,0.6,1.8,1.1
Jaylen Nowell,MIN,OffScreen,Offensive,0.239,65,0.063,0.848,0.4,0.109,0.065,0.109,0.043,0.413,0.4,0.7,0.6,0.2,0.6,0.4
Dejounte Murray,ATL,OffScreen,Offensive,0.239,74,0.03,0.848,0.4,0.043,0.087,0.043,0.0,0.391,0.438,0.6,0.5,0.2,0.5,0.3
Malik Monk,SAC,OffScreen,Offensive,0.22,77,0.057,0.828,0.362,0.069,0.121,0.069,0.0,0.362,0.436,0.8,0.6,0.2,0.6,0.4
Anthony Edwards,MIN,OffScreen,Offensive,0.194,79,0.052,0.794,0.353,0.069,0.108,0.069,0.01,0.343,0.418,1.3,1.0,0.4,1.1,0.7
Gordon Hayward,CHA,OffScreen,Offensive,0.189,50,0.09,0.791,0.375,0.134,0.164,0.119,0.015,0.388,0.417,1.3,1.1,0.4,1.0,0.6
O.G. Anunoby,TOR,OffScreen,Offensive,0.176,67,0.042,0.783,0.333,0.065,0.152,0.065,0.0,0.326,0.417,0.7,0.5,0.2,0.5,0.4
Julius Randle,NYK,OffScreen,Offensive,0.163,77,0.026,0.755,0.293,0.122,0.061,0.082,0.02,0.327,0.366,0.6,0.5,0.2,0.5,0.4
Luke Kennard,LAC,OffScreen,Offensive,0.151,35,0.194,0.75,0.325,0.042,0.146,0.042,0.021,0.292,0.413,1.4,1.0,0.4,1.1,0.8
Georges Niang,PHI,OffScreen,Offensive,0.141,78,0.114,0.738,0.309,0.031,0.138,0.031,0.015,0.277,0.409,0.8,0.6,0.2,0.7,0.5
Buddy Hield,IND,OffScreen,Offensive,0.106,80,0.094,0.702,0.271,0.053,0.105,0.053,0.0,0.281,0.339,1.4,1.0,0.3,1.2,0.9
